"OID","Country or Area","Year","Description","Magnitude","Value"
"32160P..ZF...","DOMINICA","1996","LENDING RATE","PERCENT PER ANNU","11.4303"
"32160...ZF...","DOMINICA","1996","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"32160L..ZF...","DOMINICA","1996","DEPOSIT RATE","PERCENT PER ANNU","4.29996"
"32160C..ZF...","DOMINICA","1995","TREASURY BILL RATE","PERCENT PER ANNU","6.4"
"32160K..ZF...","DOMINICA","1995","SAVINGS RATE","PERCENT PER ANNU","5.5"
"32160B..ZF...","DOMINICA","1995","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1995","LENDING RATE","PERCENT PER ANNU","11.5007"
"32160...ZF...","DOMINICA","1995","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"32160L..ZF...","DOMINICA","1995","DEPOSIT RATE","PERCENT PER ANNU","4.2016"
"32160C..ZF...","DOMINICA","1994","TREASURY BILL RATE","PERCENT PER ANNU","6.4"
"32160K..ZF...","DOMINICA","1994","SAVINGS RATE","PERCENT PER ANNU","5.45833"
"32160B..ZF...","DOMINICA","1994","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1994","LENDING RATE","PERCENT PER ANNU","11.6105"
"32160...ZF...","DOMINICA","1994","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"32160L..ZF...","DOMINICA","1994","DEPOSIT RATE","PERCENT PER ANNU","4.49534"
"32160C..ZF...","DOMINICA","1993","TREASURY BILL RATE","PERCENT PER ANNU","6.4"
"32160K..ZF...","DOMINICA","1993","SAVINGS RATE","PERCENT PER ANNU","5"
"32160B..ZF...","DOMINICA","1993","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1993","LENDING RATE","PERCENT PER ANNU","11.9238"
"32160L..ZF...","DOMINICA","1993","DEPOSIT RATE","PERCENT PER ANNU","4.19326"
"32160C..ZF...","DOMINICA","1992","TREASURY BILL RATE","PERCENT PER ANNU","6.475"
"32160K..ZF...","DOMINICA","1992","SAVINGS RATE","PERCENT PER ANNU","6.08333"
"32160B..ZF...","DOMINICA","1992","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1992","LENDING RATE","PERCENT PER ANNU","11.5232"
"32160L..ZF...","DOMINICA","1992","DEPOSIT RATE","PERCENT PER ANNU","3.96193"
"32160C..ZF...","DOMINICA","1991","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1991","SAVINGS RATE","PERCENT PER ANNU","6.5"
"32160B..ZF...","DOMINICA","1991","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1991","LENDING RATE","PERCENT PER ANNU","11.2163"
"32160L..ZF...","DOMINICA","1991","DEPOSIT RATE","PERCENT PER ANNU","4.17461"
"32160C..ZF...","DOMINICA","1990","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1990","SAVINGS RATE","PERCENT PER ANNU","5.58333"
"32160B..ZF...","DOMINICA","1990","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1990","LENDING RATE","PERCENT PER ANNU","10.5"
"32160L..ZF...","DOMINICA","1990","DEPOSIT RATE","PERCENT PER ANNU","5"
"32160C..ZF...","DOMINICA","1989","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1989","SAVINGS RATE","PERCENT PER ANNU","4.33333"
"32160B..ZF...","DOMINICA","1989","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1989","LENDING RATE","PERCENT PER ANNU","10.5"
"32160L..ZF...","DOMINICA","1989","DEPOSIT RATE","PERCENT PER ANNU","4.70833"
"32160C..ZF...","DOMINICA","1988","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1988","SAVINGS RATE","PERCENT PER ANNU","4"
"32160B..ZF...","DOMINICA","1988","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1988","LENDING RATE","PERCENT PER ANNU","10.5"
"32160L..ZF...","DOMINICA","1988","DEPOSIT RATE","PERCENT PER ANNU","5.5"
"32160C..ZF...","DOMINICA","1987","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1987","SAVINGS RATE","PERCENT PER ANNU","4"
"32160B..ZF...","DOMINICA","1987","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1987","LENDING RATE","PERCENT PER ANNU","10.5"
"32160L..ZF...","DOMINICA","1987","DEPOSIT RATE","PERCENT PER ANNU","5.5"
"32160C..ZF...","DOMINICA","1986","TREASURY BILL RATE","PERCENT PER ANNU","6.50083"
"32160K..ZF...","DOMINICA","1986","SAVINGS RATE","PERCENT PER ANNU","4"
"32160B..ZF...","DOMINICA","1986","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1986","LENDING RATE","PERCENT PER ANNU","10.25"
"32160L..ZF...","DOMINICA","1986","DEPOSIT RATE","PERCENT PER ANNU","5.5"
"32160C..ZF...","DOMINICA","1985","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1985","SAVINGS RATE","PERCENT PER ANNU","4"
"32160B..ZF...","DOMINICA","1985","MONEY MARKET RATE","PERCENT PER ANNU","5.25"
"32160P..ZF...","DOMINICA","1985","LENDING RATE","PERCENT PER ANNU","10.0417"
"32160L..ZF...","DOMINICA","1985","DEPOSIT RATE","PERCENT PER ANNU","5.5"
"32160C..ZF...","DOMINICA","1984","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1984","SAVINGS RATE","PERCENT PER ANNU","4"
"32160P..ZF...","DOMINICA","1984","LENDING RATE","PERCENT PER ANNU","10.4583"
"32160L..ZF...","DOMINICA","1984","DEPOSIT RATE","PERCENT PER ANNU","5.5"
"32160C..ZF...","DOMINICA","1983","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1983","SAVINGS RATE","PERCENT PER ANNU","4"
"32160P..ZF...","DOMINICA","1983","LENDING RATE","PERCENT PER ANNU","9.75"
"32160L..ZF...","DOMINICA","1983","DEPOSIT RATE","PERCENT PER ANNU","5.66667"
"32160C..ZF...","DOMINICA","1982","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1982","SAVINGS RATE","PERCENT PER ANNU","3"
"32160P..ZF...","DOMINICA","1982","LENDING RATE","PERCENT PER ANNU","9.5"
"32160L..ZF...","DOMINICA","1982","DEPOSIT RATE","PERCENT PER ANNU","5"
"32160C..ZF...","DOMINICA","1981","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1981","SAVINGS RATE","PERCENT PER ANNU","3"
"32160P..ZF...","DOMINICA","1981","LENDING RATE","PERCENT PER ANNU","9"
"32160L..ZF...","DOMINICA","1981","DEPOSIT RATE","PERCENT PER ANNU","5"
"32160C..ZF...","DOMINICA","1980","TREASURY BILL RATE","PERCENT PER ANNU","6.5"
"32160K..ZF...","DOMINICA","1980","SAVINGS RATE","PERCENT PER ANNU","3"
"32160P..ZF...","DOMINICA","1980","LENDING RATE","PERCENT PER ANNU","8.5"
"32160L..ZF...","DOMINICA","1980","DEPOSIT RATE","PERCENT PER ANNU","4"
"32160P..ZF...","DOMINICA","1979","LENDING RATE","PERCENT PER ANNU","8.5"
"32160L..ZF...","DOMINICA","1979","DEPOSIT RATE","PERCENT PER ANNU","4"
"32160P..ZF...","DOMINICA","1978","LENDING RATE","PERCENT PER ANNU","8.5"
"32160L..ZF...","DOMINICA","1978","DEPOSIT RATE","PERCENT PER ANNU","4"
"24360K.FZF...","DOMINICAN REPUBLIC","2009","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","0.630833"
"24360K..ZF...","DOMINICAN REPUBLIC","2009","SAVINGS RATE","PERCENT PER ANNU","2.87083"
"24360B..ZF...","DOMINICAN REPUBLIC","2009","MONEY MARKET RATE","PERCENT PER ANNU","8.08"
"24360P.FZF...","DOMINICAN REPUBLIC","2009","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","8.48833"
"24360P..ZF...","DOMINICAN REPUBLIC","2009","LENDING RATE","PERCENT PER ANNU","18.1358"
"24360L.FZF...","DOMINICAN REPUBLIC","2009","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.84167"
"24360L..ZF...","DOMINICAN REPUBLIC","2009","DEPOSIT RATE","PERCENT PER ANNU","7.8125"
"24360K.FZF...","DOMINICAN REPUBLIC","2008","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","1.55583"
"24360K..ZF...","DOMINICAN REPUBLIC","2008","SAVINGS RATE","PERCENT PER ANNU","3.00917"
"24360B..ZF...","DOMINICAN REPUBLIC","2008","MONEY MARKET RATE","PERCENT PER ANNU","12.2392"
"24360P.FZF...","DOMINICAN REPUBLIC","2008","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","8.17833"
"24360P..ZF...","DOMINICAN REPUBLIC","2008","LENDING RATE","PERCENT PER ANNU","19.945"
"24360L.FZF...","DOMINICAN REPUBLIC","2008","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.425"
"24360L..ZF...","DOMINICAN REPUBLIC","2008","DEPOSIT RATE","PERCENT PER ANNU","10.3475"
"24360K.FZF...","DOMINICAN REPUBLIC","2007","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","1.5"
"24360K..ZF...","DOMINICAN REPUBLIC","2007","SAVINGS RATE","PERCENT PER ANNU","3.08667"
"24360B..ZF...","DOMINICAN REPUBLIC","2007","MONEY MARKET RATE","PERCENT PER ANNU","8.24083"
"24360P.FZF...","DOMINICAN REPUBLIC","2007","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","8.05167"
"24360P..ZF...","DOMINICAN REPUBLIC","2007","LENDING RATE","PERCENT PER ANNU","15.8267"
"24360L.FZF...","DOMINICAN REPUBLIC","2007","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.715"
"24360L..ZF...","DOMINICAN REPUBLIC","2007","DEPOSIT RATE","PERCENT PER ANNU","6.96167"
"24360K.FZF...","DOMINICAN REPUBLIC","2006","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","1.54833"
"24360K..ZF...","DOMINICAN REPUBLIC","2006","SAVINGS RATE","PERCENT PER ANNU","3.54"
"24360B..ZF...","DOMINICAN REPUBLIC","2006","MONEY MARKET RATE","PERCENT PER ANNU","10.5958"
"24360P.FZF...","DOMINICAN REPUBLIC","2006","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","8.35083"
"24360P..ZF...","DOMINICAN REPUBLIC","2006","LENDING RATE","PERCENT PER ANNU","19.475"
"24360L.FZF...","DOMINICAN REPUBLIC","2006","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.84083"
"24360L..ZF...","DOMINICAN REPUBLIC","2006","DEPOSIT RATE","PERCENT PER ANNU","9.82917"
"24360K.FZF...","DOMINICAN REPUBLIC","2005","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.045"
"24360K..ZF...","DOMINICAN REPUBLIC","2005","SAVINGS RATE","PERCENT PER ANNU","4.1225"
"24360B..ZF...","DOMINICAN REPUBLIC","2005","MONEY MARKET RATE","PERCENT PER ANNU","12.5692"
"24360P.FZF...","DOMINICAN REPUBLIC","2005","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","9.41167"
"24360P..ZF...","DOMINICAN REPUBLIC","2005","LENDING RATE","PERCENT PER ANNU","24.1092"
"24360L.FZF...","DOMINICAN REPUBLIC","2005","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.19"
"24360L..ZF...","DOMINICAN REPUBLIC","2005","DEPOSIT RATE","PERCENT PER ANNU","13.8633"
"24360K.FZF...","DOMINICAN REPUBLIC","2004","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.88167"
"24360K..ZF...","DOMINICAN REPUBLIC","2004","SAVINGS RATE","PERCENT PER ANNU","4.3625"
"24360B..ZF...","DOMINICAN REPUBLIC","2004","MONEY MARKET RATE","PERCENT PER ANNU","36.7617"
"24360P.FZF...","DOMINICAN REPUBLIC","2004","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","10.7908"
"24360P..ZF...","DOMINICAN REPUBLIC","2004","LENDING RATE","PERCENT PER ANNU","32.6342"
"24360L.FZF...","DOMINICAN REPUBLIC","2004","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","5.31"
"24360L..ZF...","DOMINICAN REPUBLIC","2004","DEPOSIT RATE","PERCENT PER ANNU","21.1175"
"24360K.FZF...","DOMINICAN REPUBLIC","2003","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.8275"
"24360K..ZF...","DOMINICAN REPUBLIC","2003","SAVINGS RATE","PERCENT PER ANNU","4.2575"
"24360B..ZF...","DOMINICAN REPUBLIC","2003","MONEY MARKET RATE","PERCENT PER ANNU","24.24"
"24360P.FZF...","DOMINICAN REPUBLIC","2003","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","10.5808"
"24360P..ZF...","DOMINICAN REPUBLIC","2003","LENDING RATE","PERCENT PER ANNU","31.3917"
"24360L.FZF...","DOMINICAN REPUBLIC","2003","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.545"
"24360L..ZF...","DOMINICAN REPUBLIC","2003","DEPOSIT RATE","PERCENT PER ANNU","20.4975"
"24360K.FZF...","DOMINICAN REPUBLIC","2002","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.80583"
"24360K..ZF...","DOMINICAN REPUBLIC","2002","SAVINGS RATE","PERCENT PER ANNU","4.29583"
"24360B..ZF...","DOMINICAN REPUBLIC","2002","MONEY MARKET RATE","PERCENT PER ANNU","14.5017"
"24360P.FZF...","DOMINICAN REPUBLIC","2002","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","10.2708"
"24360P..ZF...","DOMINICAN REPUBLIC","2002","LENDING RATE","PERCENT PER ANNU","26.055"
"24360L.FZF...","DOMINICAN REPUBLIC","2002","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.36917"
"24360L..ZF...","DOMINICAN REPUBLIC","2002","DEPOSIT RATE","PERCENT PER ANNU","16.54"
"24360K.FZF...","DOMINICAN REPUBLIC","2001","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.9975"
"24360K..ZF...","DOMINICAN REPUBLIC","2001","SAVINGS RATE","PERCENT PER ANNU","4.29083"
"24360B..ZF...","DOMINICAN REPUBLIC","2001","MONEY MARKET RATE","PERCENT PER ANNU","13.4717"
"24360P.FZF...","DOMINICAN REPUBLIC","2001","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","11.1692"
"24360P..ZF...","DOMINICAN REPUBLIC","2001","LENDING RATE","PERCENT PER ANNU","24.2633"
"24360L.FZF...","DOMINICAN REPUBLIC","2001","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.8775"
"24360L..ZF...","DOMINICAN REPUBLIC","2001","DEPOSIT RATE","PERCENT PER ANNU","15.605"
"24360K.FZF...","DOMINICAN REPUBLIC","2000","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","4.16083"
"24360K..ZF...","DOMINICAN REPUBLIC","2000","SAVINGS RATE","PERCENT PER ANNU","4.285"
"24360B..ZF...","DOMINICAN REPUBLIC","2000","MONEY MARKET RATE","PERCENT PER ANNU","18.2833"
"24360P.FZF...","DOMINICAN REPUBLIC","2000","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","11.5583"
"24360P..ZF...","DOMINICAN REPUBLIC","2000","LENDING RATE","PERCENT PER ANNU","26.7992"
"24360L.FZF...","DOMINICAN REPUBLIC","2000","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","7.5725"
"24360L..ZF...","DOMINICAN REPUBLIC","2000","DEPOSIT RATE","PERCENT PER ANNU","17.6533"
"24360K.FZF...","DOMINICAN REPUBLIC","1999","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.5775"
"24360K..ZF...","DOMINICAN REPUBLIC","1999","SAVINGS RATE","PERCENT PER ANNU","4.5375"
"24360B..ZF...","DOMINICAN REPUBLIC","1999","MONEY MARKET RATE","PERCENT PER ANNU","15.2983"
"24360P.FZF...","DOMINICAN REPUBLIC","1999","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","11.73"
"24360P..ZF...","DOMINICAN REPUBLIC","1999","LENDING RATE","PERCENT PER ANNU","25.045"
"24360L.FZF...","DOMINICAN REPUBLIC","1999","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.66"
"24360L..ZF...","DOMINICAN REPUBLIC","1999","DEPOSIT RATE","PERCENT PER ANNU","16.0667"
"24360K.FZF...","DOMINICAN REPUBLIC","1998","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.61833"
"24360K..ZF...","DOMINICAN REPUBLIC","1998","SAVINGS RATE","PERCENT PER ANNU","4.505"
"24360B..ZF...","DOMINICAN REPUBLIC","1998","MONEY MARKET RATE","PERCENT PER ANNU","16.6833"
"24360P.FZF...","DOMINICAN REPUBLIC","1998","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","11.945"
"24360P..ZF...","DOMINICAN REPUBLIC","1998","LENDING RATE","PERCENT PER ANNU","25.6425"
"24360L.FZF...","DOMINICAN REPUBLIC","1998","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.495"
"24360L..ZF...","DOMINICAN REPUBLIC","1998","DEPOSIT RATE","PERCENT PER ANNU","17.645"
"24360K.FZF...","DOMINICAN REPUBLIC","1997","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","4.29167"
"24360K..ZF...","DOMINICAN REPUBLIC","1997","SAVINGS RATE","PERCENT PER ANNU","4.74417"
"24360B..ZF...","DOMINICAN REPUBLIC","1997","MONEY MARKET RATE","PERCENT PER ANNU","13.01"
"24360P.FZF...","DOMINICAN REPUBLIC","1997","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","12.7458"
"24360P..ZF...","DOMINICAN REPUBLIC","1997","LENDING RATE","PERCENT PER ANNU","21.0067"
"24360L.FZF...","DOMINICAN REPUBLIC","1997","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.98"
"24360L..ZF...","DOMINICAN REPUBLIC","1997","DEPOSIT RATE","PERCENT PER ANNU","13.3983"
"24360K.FZF...","DOMINICAN REPUBLIC","1996","SAVINGS RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","4.67417"
"24360K..ZF...","DOMINICAN REPUBLIC","1996","SAVINGS RATE","PERCENT PER ANNU","4.995"
"24360B..ZF...","DOMINICAN REPUBLIC","1996","MONEY MARKET RATE","PERCENT PER ANNU","14.6992"
"24360P.FZF...","DOMINICAN REPUBLIC","1996","LENDING RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","13.87"
"24360P..ZF...","DOMINICAN REPUBLIC","1996","LENDING RATE","PERCENT PER ANNU","23.7342"
"24360L.FZF...","DOMINICAN REPUBLIC","1996","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","6.6875"
"24360L..ZF...","DOMINICAN REPUBLIC","1996","DEPOSIT RATE","PERCENT PER ANNU","13.9117"
"24360K..ZF...","DOMINICAN REPUBLIC","1995","SAVINGS RATE","PERCENT PER ANNU","4.6625"
"24360P..ZF...","DOMINICAN REPUBLIC","1995","LENDING RATE","PERCENT PER ANNU","30.6825"
"24360L..ZF...","DOMINICAN REPUBLIC","1995","DEPOSIT RATE","PERCENT PER ANNU","14.9425"
"24360K..ZF...","DOMINICAN REPUBLIC","1994","SAVINGS RATE","PERCENT PER ANNU","4.87"
"24360P..ZF...","DOMINICAN REPUBLIC","1994","LENDING RATE","PERCENT PER ANNU","28.68"
"24360L..ZF...","DOMINICAN REPUBLIC","1994","DEPOSIT RATE","PERCENT PER ANNU","13.7"
"24360K..ZF...","DOMINICAN REPUBLIC","1993","SAVINGS RATE","PERCENT PER ANNU","5"
"24360P..ZF...","DOMINICAN REPUBLIC","1993","LENDING RATE","PERCENT PER ANNU","29.89"
"24360L..ZF...","DOMINICAN REPUBLIC","1993","DEPOSIT RATE","PERCENT PER ANNU","14.04"
"24360K..ZF...","DOMINICAN REPUBLIC","1992","SAVINGS RATE","PERCENT PER ANNU","5.58"
"24360P..ZF...","DOMINICAN REPUBLIC","1992","LENDING RATE","PERCENT PER ANNU","28.34"
"24360L..ZF...","DOMINICAN REPUBLIC","1992","DEPOSIT RATE","PERCENT PER ANNU","16.7"
"24360K..ZF...","DOMINICAN REPUBLIC","1991","SAVINGS RATE","PERCENT PER ANNU","6.2"
"24360P..ZF...","DOMINICAN REPUBLIC","1991","LENDING RATE","PERCENT PER ANNU","35.26"
"24360L..ZF...","DOMINICAN REPUBLIC","1991","DEPOSIT RATE","PERCENT PER ANNU","20.02"
"30960K.FZF...","ECCU","2009","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","1.88437"
"30960K..ZF...","ECCU","2009","SAVINGS RATE","PERCENT PER ANNU","3.29623"
"30960P.FZF...","ECCU","2009","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","7.34004"
"30960P..ZF...","ECCU","2009","LENDING RATE","PERCENT PER ANNU","9.84625"
"30960B..ZF...","ECCU","2009","INTERBANK RATE","PERCENT PER ANNU","6.03255"
"30960...ZF...","ECCU","2009","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2009","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.0156"
"30960L..ZF...","ECCU","2009","DEPOSIT RATE","PERCENT PER ANNU","3.47574"
"30960K.FZF...","ECCU","2008","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.38415"
"30960K..ZF...","ECCU","2008","SAVINGS RATE","PERCENT PER ANNU","3.36972"
"30960P.FZF...","ECCU","2008","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","8.04478"
"30960P..ZF...","ECCU","2008","LENDING RATE","PERCENT PER ANNU","9.71234"
"30960B..ZF...","ECCU","2008","INTERBANK RATE","PERCENT PER ANNU","4.92167"
"30960...ZF...","ECCU","2008","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2008","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.34337"
"30960L..ZF...","ECCU","2008","DEPOSIT RATE","PERCENT PER ANNU","3.47871"
"30960K.FZF...","ECCU","2007","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.49053"
"30960K..ZF...","ECCU","2007","SAVINGS RATE","PERCENT PER ANNU","3.37667"
"30960P.FZF...","ECCU","2007","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.11895"
"30960P..ZF...","ECCU","2007","LENDING RATE","PERCENT PER ANNU","9.84102"
"30960B..ZF...","ECCU","2007","INTERBANK RATE","PERCENT PER ANNU","5.23921"
"30960...ZF...","ECCU","2007","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2007","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.44569"
"30960L..ZF...","ECCU","2007","DEPOSIT RATE","PERCENT PER ANNU","3.44253"
"30960K.FZF...","ECCU","2006","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.38362"
"30960K..ZF...","ECCU","2006","SAVINGS RATE","PERCENT PER ANNU","3.36954"
"30960P.FZF...","ECCU","2006","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.21114"
"30960P..ZF...","ECCU","2006","LENDING RATE","PERCENT PER ANNU","10.1856"
"30960B..ZF...","ECCU","2006","INTERBANK RATE","PERCENT PER ANNU","4.75905"
"30960...ZF...","ECCU","2006","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2006","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.52837"
"30960L..ZF...","ECCU","2006","DEPOSIT RATE","PERCENT PER ANNU","3.45684"
"30960K.FZF...","ECCU","2005","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.28515"
"30960K..ZF...","ECCU","2005","SAVINGS RATE","PERCENT PER ANNU","3.31182"
"30960P.FZF...","ECCU","2005","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","8.65732"
"30960P..ZF...","ECCU","2005","LENDING RATE","PERCENT PER ANNU","10.4895"
"30960B..ZF...","ECCU","2005","INTERBANK RATE","PERCENT PER ANNU","4.01398"
"30960...ZF...","ECCU","2005","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2005","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.29608"
"30960L..ZF...","ECCU","2005","DEPOSIT RATE","PERCENT PER ANNU","3.5422"
"30960K.FZF...","ECCU","2004","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","2.27858"
"30960K..ZF...","ECCU","2004","SAVINGS RATE","PERCENT PER ANNU","3.59314"
"30960P.FZF...","ECCU","2004","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.01084"
"30960P..ZF...","ECCU","2004","LENDING RATE","PERCENT PER ANNU","10.927"
"30960B..ZF...","ECCU","2004","INTERBANK RATE","PERCENT PER ANNU","4.6706"
"30960...ZF...","ECCU","2004","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2004","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","2.27191"
"30960L..ZF...","ECCU","2004","DEPOSIT RATE","PERCENT PER ANNU","3.75853"
"30960K.FZF...","ECCU","2003","SAVINGS RATE (FGN. CURRENCY)","PERCENT PER ANNU","4.20138"
"30960K..ZF...","ECCU","2003","SAVINGS RATE","PERCENT PER ANNU","3.89637"
"30960P.FZF...","ECCU","2003","LENDING RATE (FGN. CURRENCY)","PERCENT PER ANNU","9.5833"
"30960P..ZF...","ECCU","2003","LENDING RATE","PERCENT PER ANNU","13.3356"
"30960B..ZF...","ECCU","2003","INTERBANK RATE","PERCENT PER ANNU","6.06964"
"30960...ZF...","ECCU","2003","DISCOUNT RATE","PERCENT PER ANNU","6.5"
"30960L.FZF...","ECCU","2003","DEPOSIT RATE (FOREIGN CURRENCY)","PERCENT PER ANNU","3.02757"
"30960L..ZF...","ECCU","2003","DEPOSIT RATE","PERCENT PER ANNU","4.43094"
"30960K..ZF...","ECCU","2002","SAVINGS RATE","PERCENT PER ANNU","8"
"30960P..ZF...","ECCU","2002","LENDING RATE","PERCENT PER ANNU","11.4716"
"30960B..ZF...","ECCU","2002","INTERBANK RATE","PERCENT PER ANNU","6.31773"
"30960...ZF...","ECCU","2002","DISCOUNT RATE","PERCENT PER ANNU","7"
"30960L..ZF...","ECCU","2002","DEPOSIT RATE","PERCENT PER ANNU","4.03915"
"30960K..ZF...","ECCU","2001","SAVINGS RATE","PERCENT PER ANNU","8"
